url,chunk_text
https://www.doktorsitesi.com/blog/makale/eye-health-and-diabetes,"most people, although a few will experience some discomfort. Many people say that the first laser sessions are not painful, but treatment can become uncomfortable if many sessions are needed. Before your laser sessions, speak to your eye specialist about using your usual methods of pain relief, should it be needed. Some lasers operate with bright flashes of light during a session. In others, the beam is invisible to the person. Whichever method is used, most people describe feeling slightly dazzled or say that their vision is affected for a while immediately after treatment. However, vision should return to normal after a few hours. It is a good idea to ask a friend or family member to come home with you after a session, and to allow yourself time to rest quietly. As your eyes will take time to return to normal after the treatment, remember to: Take sunglasses with you as your eyes may be more than usually sensitive to bright light for a whilearrange for someone to drive you home,"
https://www.doktorsitesi.com/blog/makale/eye-health-and-diabetes,"time to return to normal after the treatment, remember to: Take sunglasses with you as your eyes may be more than usually sensitive to bright light for a whilearrange for someone to drive you home, because the dilating drops will temporarily blur your vision. Anti-VEGF (INTRA-OCULAR) INJECTION An anti-VEGF injection is for the treatment for maculopathy and can stablise and help rapidly improve vision. Vascular endothelial growth factor (VEGF) is a protein produced by the retina that stimulates the growth of new blood vessels. It is part of the system that restores the oxygen supply to tissues when blood circulation is inadequate. It is activated when blood vessels are blocked due to high blood glucose levels. In recent years new treatments, called anti-VEGFs, have been developed to bind to and inhibit VEGF. The intra-ocular treatment is injected directly into the eye and helps to reduce the leakage of fluids into the macular. VITRECTOMY : This is an operation that may be done when a"
https://www.doktorsitesi.com/blog/makale/eye-health-and-diabetes,"to and inhibit VEGF. The intra-ocular treatment is injected directly into the eye and helps to reduce the leakage of fluids into the macular. VITRECTOMY : This is an operation that may be done when a haemorrhage does not clear within several weeks, or when the person has advanced proliferative retinopathy, or when the retina detaches or peels away from its underlying tissue. This surgery may restore useful vision but it is a major procedure and you need to discuss how well it may work with your eye specialist. WHAT’S THE PROCEDURE ? During this operation the vitreous, which gives shape and support to the back of the eye, is surgically removed and replaced with a clear substance. This operation is usually done under general anaesthetic, requiring a stay in hospital. The outcome depends on a number of factors. The best person to advise you on your suitability for this or any other eye treatment is your eye specialist."
https://www.doktorsitesi.com/blog/makale/eye-health-and-diabetes,Op.Dr.Ahmet UMAY
https://www.doktorsitesi.com/blog/makale/cocuklarda-astim-hakkinda-merak-ettikleriniz-sorular-ve-cevaplar,"Okul çağındaki çocukların %6-10’unda görülen astım hastalığı, giderek daha yaygın bir hale gelmektedir. Astım, doğru tanı ve tedavi yöntemleri ile birlikte kontrol altına alınabilen bir hastalıktır. Çocukların yüzmeye yönlendirilmesi ve tedavilerinde bitkisel karışımların kullanılmaması astımlı çocukların yaşam kalitesine olumlu yönde etki ediyor.
Okul öncesi dönemde şikayetler artar
Çocukların neredeyse % 50-60‘ında okul öncesi dönemde öksürük, hırıltı, nefes darlığı gibi astım benzeri şikayetleri mevcuttur. Ancak bu çocukların önemli bir kısmında büyümekle bu şikayetler kaybolmaktadır. Özellikle anne ya da babasında astım olmayan, alerjisi olmayan, hasta olmadığı zamanlarda şikayetleri olmayan çocukların önemli bir kısmı büyüdüğünde astım olmamaktadır.
Yüzmek en iyi ilaç"
https://www.doktorsitesi.com/blog/makale/cocuklarda-astim-hakkinda-merak-ettikleriniz-sorular-ve-cevaplar,"Yüzmek en iyi ilaç
Yüzme, astımlı hastalarda akciğer kapasitesinin artmasını ve nefes alma tekniklerinin geliştirilmesini sağlamaktadır. Yapılan araştırmalarda; ilaçlarını düzenli kullanan ve düzenli yüzme derslerine devam eden astımlı çocukların semptomlarında, hastaneye yatış ihtiyaçlarında, acil servis ziyaretlerinde azalma olduğu görülmüştür. Düzenli olarak yüzen astımlı çocukların okula gidemediği gün sayısının da azaldığı saptanmıştır.
Gereksiz yere ilaç kullanmayın
Ailelere verebileceğimiz en önemli öğüt; ateş ya da ağrı çocuğun genel durumunu belirgin olarak etkiliyor ve gerçekten bir ihtiyaç var ise kullanılmasıdır. Eğer çocuğun gerçekten ilaca ihtiyacı yok ise; en basit, en zararsız diye düşündüğünüz ilaçlar bile vermekten kaçının.
Parasetamol astıma yol açar mı?"
https://www.doktorsitesi.com/blog/makale/cocuklarda-astim-hakkinda-merak-ettikleriniz-sorular-ve-cevaplar,"Parasetamol astıma yol açar mı?
Bazı çalışmalar, annenin hamilelik sırasında parasetamol kullanmasının ya da erken çocukluk çağında parasetamol içeren ilaçların yaygın kullanımının çocuklarda astım gelişimi ile ilişkili olabileceğini ileri sürmüştür. Ama parasetamol kullanımı ile astım arasındaki ilişki sadece basit bir birliktelik mi yoksa parasetamol gerçekten astıma yol açıyor mu bunu kesin olarak söylemek şu an için mümkün değildir.
Doğadan mucizevi etki beklemeyin"
https://www.doktorsitesi.com/blog/makale/cocuklarda-astim-hakkinda-merak-ettikleriniz-sorular-ve-cevaplar,"Doğadan mucizevi etki beklemeyin
Astım tedavisi için kullanılan bitkisel karışımlar, farklı hastalıkları tetikleyerek hayati tehlike yaratabilir. Örneğin; birçok bitkisel ilaçta bulunan ve Ülkemizde gümüş kayısı, fil kulağı, kız saçı, gibi isimler ile bilinen “Gingko biloba” özellikle kan sulandırıcı başka tedaviler alan insanlarda kanamalara yol açabilir. Meyan kökü kan basıncını arttırabilir; yine birçok bitkisel ilaçta yer alan ve nefes borularını genişleten efedra  (deniz üzümü) kullanımının bazı beklenmedik ölümlere sebep olduğunu ileri süren yayınlar mevcuttur.
Astımla baş etmek için…
İç ortam alerjeni ev tozlarından kurtulmak için evinizin iyi temizlenmesi, sık aralıklar ile süpürülmesi, sonrasında ise iyi havalandırılması önemlidir.
Antialerjik yatak, yastık ve kılıflar kullanılabilir
Ev tozu düzeyini sıfıra indirmek için en etkin yöntem yıkanabilen her türlü yatak materyalini sıcak su (>55 C) ile yıkamaktır"
https://www.doktorsitesi.com/blog/makale/cocuklarda-astim-hakkinda-merak-ettikleriniz-sorular-ve-cevaplar,"Antialerjik yatak, yastık ve kılıflar kullanılabilir
Ev tozu düzeyini sıfıra indirmek için en etkin yöntem yıkanabilen her türlü yatak materyalini sıcak su (>55 C) ile yıkamaktır
Kullandığınız temizlik malzemelerine dikkat edin. Bası kimyasal irritanları da çocuklarda astım semptomlarını arttırabilmektedir
İlk 6 ay anne sadece anne sütü verilmesi, katı gıdalara 6 aydan sonra başlanması gerekir
Ailede alerjik hastalık hikayesi olan çocuklarda inek sütü -yumurta beyazı ve soya gibi gıdaların 1 yaşından önce başlanmamalıdır
Deniz ürünleri ve fıstık gibi gıdalardan da 1 yaşından önce kaçınılmalıdır
Bebeğin sigara dumanına maruz kalmaması gerekir. Sigaraya maruz kalma tek başına astım gelişimi için önemli bir risk faktörüdür."
https://www.doktorsitesi.com/blog/makale/doguma-hazirlik-ve-nefes-egitimi,"Ebeveynlik yolculuğu sadece bir bebeği karşılamaya hazırlanıp, sonrasında hamilelik ve doğum coşkusunu yaşamakla sınırlı olmayıp, aynı zamanda hayatın geri kalanını da değiştiren çok farklı bir deneyimdir. İçinizde yeni bir hayat yeşerdiğini ve yakında bebeğinizi dünyaya getireceğinizi fark etmeniz, daha önce hiç hissetmediğiniz pek çok duyguyu ve heyecanı da beraberinde getirir.Doğum; bilinçaltı tarafında kontrol edilen, derin duygularla süslenen, annenin kendi içine döndüğü, yoğunlaştığı ve bazen de başka dünyalara gittiği içgüdüsel bir eylemdir. Hayatta sadece bir kez yaşanacak olan bu mucizevi süreçte bebeğiniz için en güvenli, en tatmin edici ve en rahat doğumu istemeniz en doğal hakkınızdır.Günümüzün şehirli ve çalışan kadınlarının yükü oldukça fazladır. İyi evlat, iyi eş ve kariyer planı üzerine bir de hamilelik süreci eklendiğinde artık yük taşınamaz hale gelmektedir. Üstelik tüm bu stresli süreçte anne adayının doğumla ilgili duyduğu her şey negatiftir. Televizyondan, diğer"
https://www.doktorsitesi.com/blog/makale/doguma-hazirlik-ve-nefes-egitimi,"planı üzerine bir de hamilelik süreci eklendiğinde artık yük taşınamaz hale gelmektedir. Üstelik tüm bu stresli süreçte anne adayının doğumla ilgili duyduğu her şey negatiftir. Televizyondan, diğer sosyal medya organlarından, arkadaşlarından ve hatta kendi annesinden bile doğum ile ilgili hep olumsuz hikâyeler duymaktadır yani devamlı negatif hipnoz altındadır. Sonuçta tüm bunlar bilinçaltında korku olarak depolanır.Bu yolculukta eşinizle beraber katılabileceğiniz doğuma hazırlık eğitimleri; hamilelik, doğum ve doğum sonrası döneme fiziksel, zihinsel ve psikolojik hazırlık yapmanıza rehberlik etmeyi amaçlar. Bu doğrultuda anne adayları doğum gerçeği ile bilgilendirilmekle beraber doğuma çeşitli yöntemlerle hazırlanmaktadırlar.Bu eğitimlerde doğum ve yeni doğan bebekle ilgili teorik bilgilerin yanı sıra nefes ve gevşeme teknikleri, doğum felsefeleri, meditasyon, imgeleme teknikleri, hamilelik masajı, nefesle doğum pozisyonları, doğumda karışılabileceğiniz tıbbi müdahaleler, doktor ile"
https://www.doktorsitesi.com/blog/makale/doguma-hazirlik-ve-nefes-egitimi,"yanı sıra nefes ve gevşeme teknikleri, doğum felsefeleri, meditasyon, imgeleme teknikleri, hamilelik masajı, nefesle doğum pozisyonları, doğumda karışılabileceğiniz tıbbi müdahaleler, doktor ile doğru iletişim kurma gibi konularda paylaşımlar yapılmakta ve doğuma çeşitli yöntemlerle hazırlanılmaktadır.Unutmayınız ki doğum normal, doğal ve sağlıklıdır. Doğum şekliniz ne olursa olsun, önemli olan doğumunuzdan tatmin olmanız ve bebeğiniz ile gerektiği gibi bağlanma yaşamanızdır.Sadece bir hafta sonu katılacağınız Keşkesiz Doğuma Hazırlık Eğitimi ile doğum tecrübenizi ve bebeğinizin geleceğini tamamen değiştirebilirsiniz. Doğum tercihlerinizi korkular veya başkaları değil, aile olarak siz yönetin.SIK SORULAN SORULAR(İstanbul doğum akademisinden alınmıştır.)NEDEN EĞİTİME KATILAYIM?İşte size Keşkesiz Doğuma Hazırlık Eğitimine katılmanız için 10 neden;1-Doğumdaki kadın ve bebek haklarınızı öğrenirsiniz.2-Sağlıklı ve güvenli doğuma götüren 6 uygulamayı öğrenirsiniz.3-Doğum korkularınızdan"
https://www.doktorsitesi.com/blog/makale/doguma-hazirlik-ve-nefes-egitimi,Keşkesiz Doğuma Hazırlık Eğitimine katılmanız için 10 neden;1-Doğumdaki kadın ve bebek haklarınızı öğrenirsiniz.2-Sağlıklı ve güvenli doğuma götüren 6 uygulamayı öğrenirsiniz.3-Doğum korkularınızdan kurtulursunuz.4-Doğum tercihlerinizi belirleyecek yeterliliğe ulaşırsınız.5-Nefes ve gevşeme egzersizleri ile daha sağlıklı ve kolay bir doğum yaparsınız.6-İlaç dışı rahatlatıcı tekniklerle daha kolay doğum yaparsınız.7-Doğumda müdahale ve sezaryen oranlarınız %50 azalır.8-Babalar kurstaki bilgilerin verdiği güvenle daha aktif ve olumlu rol alırlar.9-Doğar doğmaz bebekle Ten Tene Temas’ın aşamalarını öğrenir ve uygularsınız.10-Doğumdan sonra “keşke”leriniz en az seviyede olur.KİMLER BU EĞİTİME KATILABİLİRLER?Doğum ve doğumda onları bekleyenleri öğrenmek isteyen aileler bu eğitimden faydalanabilirler.EĞİTİME KATILIM İÇİN EN UYGUN GEBELİK HAFTASI NEDİR?Anneler için en ideal gebelik haftası 20-28 haftadır. Ancak eğitime her gebelik haftasındaki anneler rahatça katılabilirler. Erken ve geç
https://www.doktorsitesi.com/blog/makale/doguma-hazirlik-ve-nefes-egitimi,"KATILIM İÇİN EN UYGUN GEBELİK HAFTASI NEDİR?Anneler için en ideal gebelik haftası 20-28 haftadır. Ancak eğitime her gebelik haftasındaki anneler rahatça katılabilirler. Erken ve geç gebelik haftalarındaki anneleri başka avantajlar beklemektedir. Hatta annelik ve babalık konusunda sorun yaşayan birçok çift hamile kalmadan eğitimlerimize katılabilirler.İlk 3 ay genellikle bebekle tanışma ayıdır. Gebeliğin ilerleyen dönemlerinde bu eğitimlerle daha çok ilgileniyorsunuz. Ancak erken gebelik haftasında gelmenin en büyük avantajı çok daha bilinçli bir hamilelik yaşamanızı sağlamasıdır. Hamilelik boyunca size çevrenizden sürekli olumsuz birçok bilgi kontrolsüz şekilde akmaktadır. Kurs sayesinde bu yanlış bilgilerin akışını engelleyebilir, daha huzurlu bir hamilelik başlangıcı yapabilir, beden ve zihin hazırlıklarınıza çok daha erkenden başlayabilirsiniz.EŞİMİN EĞİTİME GELMESİ ŞART MI?Elbette şart değil. Ancak bugüne kadar çok zorunlu şartlar olmadıkça birçok aile eşleri ile birlikte"
https://www.doktorsitesi.com/blog/makale/doguma-hazirlik-ve-nefes-egitimi,"beden ve zihin hazırlıklarınıza çok daha erkenden başlayabilirsiniz.EŞİMİN EĞİTİME GELMESİ ŞART MI?Elbette şart değil. Ancak bugüne kadar çok zorunlu şartlar olmadıkça birçok aile eşleri ile birlikte katıldılar. Evet, bazı babalar eşlerinin zoruyla geldiler. Ama inanın eğitimden en çok faydalanan kişiler yine onlar oldular. Eş olmanın önemini kavradılar. Doğumda nasıl yardımcı olabileceklerini öğrendiler. En önemlisi bebekleri ile çok daha derin bağlar kurdular. Eğitim ve doğumdan sonra en çok adımızı duyurmak isteyen ve arkadaşlarını yönlendirenler de hep onlar oldular. Eğitim babaların kendilerine güvenini arttırır ve bu sayede doğumda doğru destek ile müdahalesiz doğumlar çok daha rahat vekolay olur.SEZARYEN OLMAK İSTİYORUM, KURSUN BANA FAYDASI VAR MI?Eğitim sadece doğal doğum yapmak isteyenler için düzenlenmemiştir. Temel eğitimde bebek, bebeğin doğumda yaşadıkları ve doğumda annedeki değişimler anlatılır. Sağlıklı bir anne-bebek bağının oluşumu için yapılacaklar paylaşılır. Bu"
https://www.doktorsitesi.com/blog/makale/doguma-hazirlik-ve-nefes-egitimi,"isteyenler için düzenlenmemiştir. Temel eğitimde bebek, bebeğin doğumda yaşadıkları ve doğumda annedeki değişimler anlatılır. Sağlıklı bir anne-bebek bağının oluşumu için yapılacaklar paylaşılır. Bu bilgiler sadece normal doğum düşünen anneler için değil, sezaryen düşünen anneler için de vazgeçilmez bilgilerdir. Sezaryen düşünen anneler Anne ve Bebeğe Saygılı Sezaryen konusunda bilgiler alırlar ve ihtiyaçlarına göre doğum tercihlerini planlarlar."
https://www.doktorsitesi.com/blog/makale/yeme-bozukluklari-2,"Kişinin yemek yeme ile ilişkili duygu, düşünce ve davranışlarında gözle görülür biçimde ve hayatını olumsuz etkileyecek düzeyde problemler görülmesidir. Bu durumdan kişinin psikolojik ve fizyolojik sağlığı zarar görür. Bu bozukluklardan klinik ortamda en sık görülen dört bozukluk aşağıda listelenmiştir.
Bunlar haricinde görülen diğer yeme bozuklukları sırasıyla; Pika (besin olmayan nesneleri yeme), Geri Çıkarma/Geviş Getirme Bozukluğu (yediği yiyeceği sık sık geri çıkarma), ve Kaçıngan/Kısıtlı Yiyecek Alımı Bozukluğu (belirli nedenlerden ötürü yemek yemekten kaçınma ve bunun sonucunda gözle görülür şekilde kilo kaybı) şeklindedir.
Anoreksiya Nervoza
Bu bozukluğa sahip bireyde aşırı düzeyde kilo alma kaygısı bulunur, bu yüzden kişi yiyecek alımını aşırı düzeyde kısıtlayarak kilo alımını durdurmaya ve daha da zayıflamaya uğraşır. Kişinin beden algısında büyük ölçüde bozulma söz konusudur, hastalık derecesinde zayıf olduklarını kabul etmezler."
https://www.doktorsitesi.com/blog/makale/yeme-bozukluklari-2,"Bu davranışlar aşırı düzeyde zayıflığa neden olmanın yanında sayısız sağlık sorununu beraberinde getirir.
Tıkınırcasına Yeme Bozukluğu
Tıkınırcasına yeme atakları ile karakterize yeme bozukluğudur. Yeme atakları kişinin ""çoğu kişinin yiyebileceğinden daha fazla miktarda yiyeceği daha kısa sürede, kontrolsüzce yemesidir."" Kişi bu dürtüsünü kontrol edemez ve tok hissetse bile yemeye devam eder. Sonrasında yoğun şekilde suçluluk, kendinden nefret etme gibi duygular hisseder.
Bulimia Nervoza
Tıkınırcasına yeme bozukluğu belirtilerinin ""telafi davranışları"" eklenmiş halidir. Kişi yeme ataklarından sonra kendini kusturma, aşırı düzeyde spor yapma, laksatif ilaçlar kullanma, yemek yemeyi kısıtlama gibi yeme ataklarını telafi edeceğini düşündükleri davranışları sergilerler.
Ortoreksiya Nervoza
Son yıllarda görülme sıklığı artan bir belirtiler kümesidir, kısaca ""doğru, sağlıklı ve temiz yiyeceklerle beslenme takıntısı ve bu takıntıyla ilişkili davranışlar"" şeklinde tanımlanabilir."
https://www.doktorsitesi.com/blog/makale/yeme-bozukluklari-2,"Son yıllarda görülme sıklığı artan bir belirtiler kümesidir, kısaca ""doğru, sağlıklı ve temiz yiyeceklerle beslenme takıntısı ve bu takıntıyla ilişkili davranışlar"" şeklinde tanımlanabilir.
Kişi birtakım yiyeceklerin hasta edeceğine vs. inanarak o yiyeceklerden kaçınır ve bu durum kişinin hayatını olumsuz etkiler. Bunun yanında bu bozukluğun diğer yeme bozukluklarına zemin hazırlama ihtimali fazladır."
https://www.doktorsitesi.com/blog/makale/is-yasaminda-yapilan-beslenme-hatalari,"Çalışma yaşamı insana belirli bir disiplin ve planlama getirse de insanların çoğu beslenmelerine ve öğün düzenine bir disiplin ve plan yapmakta zorlanıyorlar. Gün içerisinde sıklıkla  Öğle öğünleri genelde “tek çeşit gıda” ile geçiştiriliyor, çoğunlukla büyükçe bir porsiyon salata yeterli görülmekte, ya geçiştirilmekte veya hiç tüketilememektedir."
https://www.doktorsitesi.com/blog/makale/is-yasaminda-yapilan-beslenme-hatalari,"Yine işe yetişememe, servisi kaçırma endişesi, çalışanların büyük çoğunluğunda “sabah kahvaltısı “  gibi çok önemli bir öğün atlanıyor veya bir simit/poğaça ve çayla geçiştiriliyor. Oysa ” kan şekeri dengesi ve verimli bir iş performansı” için besin öğeleri içeriği doğru planlanmış bir kahvaltı öğünü  önemli bir alışkanlık olmalıdır. Akşamüzeri kişide kan şekeri yavaş yavaş  düşer bu durumda sürekli, “çay, kahve ve tatlı bisküvi çikolata” gibi atıştırmalıklarla gün devam eder. İçeriği oldukça yağlı, şekerli olan bu tür yiyecekler hem besin öğeleri açısından zayıf ancak enerji içerikleri yüksek olmasından dolayı  “ kilo artışını büyük ölçüde tetikler. Akşam yemekleri; ülkemizde bu öğün besin çeşitliliği yönünden zengin, zaman a çısından çok uzun bir masa keyfini içerir, en büyük hata; beden biyoritminin azaldığı ve hareketin çok kısıtlı olduğu akşam yemeklerinin “kalori fazlalığıdır.”"
https://www.doktorsitesi.com/blog/makale/myom-nedir,"Rahimde ur dendiğinde akla ilk gelen myomlardır.Myomlar ya da halk arasında söylendiği şekilleriyle miyom, miyon ya da miyomlarrahim ve rahim ağzında görülebilen, düz kas dokusundan gelişen selim (iyi huylu) tümöral yapılardır. Genellikle yuvarlak ve pembemsi renktedirler ve rahim içinde her yerde bulunabilirler. Otuzbeş yaşın üzerindeki kadınların % 20’sinderahimde ur(myom ya da miyom) görülmektedir. Yani aslında oldukça sık rastlanan oluşumlardır.Myonlara en çok 35-45 yaş grubu kadınlarda rastlanır. Ergenlik döneminde görülmesi çok ender bir durumdur. Yine menopoz döneminde de myom görülme sıklığı düşüktür ve doğurganlık yaşlarında miyom tanısı almış çoğu kadında menopoza girdiklerinde myom boyutlarında küçülme ve şikayetlerde gerileme görülür.Neden Myom Oluşur ?Myomun oluşumundaki mekanizmalar tam olarak açıklık kazanmamış olsa da, gelişme-büyümesinde östrojenin (kadınlık hormonunun) yer aldığı gösterilmiştir. Genel olarak myomlarda % 0.5 oranında kanser gelişim olasılığı olduğu"
